block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,10,20,20,poisson,449,202,4828.440226,1915.496892,25974,31733,720768
128k,10,18,22,poisson,438,177,5484.205209,2217.944362,22752,33429,779904
128k,10,16,24,poisson,270,97,9835.253322,3096.461926,12480,22181,838784
128k,10,14,26,poisson,293,92,10456.034804,3151.48818,11798,25745,898816
128k,10,12,28,poisson,272,73,13120.192127,3130.956365,9451,25501,956288
128k,10,8,32,poisson,376,74,12671.236828,3451.020598,9548,38693,1075072
128k,10,4,36,poisson,437,81,11568.152915,2857.606259,10401,45678,1194368
128k,10,41,4,poisson,422,348,2789.812111,944.344439,44559,9594,261248
128k,10,36,9,poisson,433,312,3117.362366,1239.939733,39947,15491,412032
128k,10,27,18,poisson,441,238,4075.243612,1816.054559,30552,26006,678016
128k,10,30,15,poisson,453,272,3577.180425,1515.536607,34926,23241,589184
128k,10,23,22,poisson,437,201,4868.470366,1892.744616,25788,30286,796416
128k,10,21,24,poisson,440,185,5235.99566,2138.697051,23729,32762,855168
128k,10,18,27,poisson,433,156,6244.402942,2428.703648,19969,35504,943744
128k,10,16,29,poisson,267,85,11353.227556,3163.380825,10981,23329,1002624
128k,10,14,31,poisson,234,65,14840.345867,3236.116598,8404,21681,1062656
128k,10,9,36,poisson,367,74,12666.890821,3534.234497,9584,37625,1209600
128k,10,5,40,poisson,430,83,11230.4461,2942.162154,10672,44528,1328512
128k,10,45,5,poisson,426,346,2795.853816,1003.024907,44400,10293,308352
128k,10,40,10,poisson,435,314,3070.293818,1366.586584,40236,15520,456064
128k,10,30,20,poisson,442,239,4070.857019,1847.683835,30634,26055,753024
128k,10,33,17,poisson,432,257,3773.17054,1669.748794,32933,22409,663424
128k,10,25,25,poisson,418,188,5208.53778,2074.082351,24132,29522,901504
128k,10,23,27,poisson,430,178,5459.449604,2232.551853,22817,32310,960256
128k,10,20,30,poisson,409,147,6620.510089,2363.35307,18937,33655,1048448
128k,10,18,32,poisson,412,133,7255.748734,2451.168265,17134,35752,1107584
128k,10,15,35,poisson,271,73,13072.258541,3715.503103,9397,25428,1196288
128k,10,10,40,poisson,343,67,14124.869358,3754.112424,8628,35399,1343488
128k,10,5,45,poisson,396,77,12069.614373,3197.562312,9900,40893,1492352
